Country,Year,HIV/AIDS
Italy,1990,1863
Italy,1991,2562
Italy,1992,3189
Italy,1993,3860
Italy,1994,4429
Italy,1995,4720
Italy,1996,4346
Italy,1997,2522
Italy,1998,1438
Italy,1999,1152
Italy,2000,1017
Italy,2001,985
Italy,2002,978
Italy,2003,1333
Italy,2004,1158
Italy,2005,1105
Italy,2006,987
Italy,2007,1027
Italy,2008,964
Italy,2009,885
Italy,2010,835
Italy,2011,804
Italy,2012,845
Italy,2013,749
Italy,2014,671
Italy,2015,667
Italy,2016,677
Italy,2017,661
Italy,2018,641
Italy,2019,621
