Country,Year,HIV/AIDS
Benin,1990,51
Benin,1991,151
Benin,1992,317
Benin,1993,579
Benin,1994,944
Benin,1995,1393
Benin,1996,1896
Benin,1997,2425
Benin,1998,2938
Benin,1999,3410
Benin,2000,3828
Benin,2001,4162
Benin,2002,4427
Benin,2003,4616
Benin,2004,4739
Benin,2005,4814
Benin,2006,4860
Benin,2007,4728
Benin,2008,3775
Benin,2009,2762
Benin,2010,2538
Benin,2011,2490
Benin,2012,2441
Benin,2013,2588
Benin,2014,2768
Benin,2015,2649
Benin,2016,2321
Benin,2017,2146
Benin,2018,2103
Benin,2019,2033
