Country,Year,HIV/AIDS
Bhutan,1990,5
Bhutan,1991,6
Bhutan,1992,7
Bhutan,1993,9
Bhutan,1994,10
Bhutan,1995,11
Bhutan,1996,12
Bhutan,1997,13
Bhutan,1998,14
Bhutan,1999,15
Bhutan,2000,16
Bhutan,2001,17
Bhutan,2002,18
Bhutan,2003,19
Bhutan,2004,20
Bhutan,2005,22
Bhutan,2006,23
Bhutan,2007,23
Bhutan,2008,24
Bhutan,2009,25
Bhutan,2010,26
Bhutan,2011,27
Bhutan,2012,29
Bhutan,2013,31
Bhutan,2014,33
Bhutan,2015,33
Bhutan,2016,33
Bhutan,2017,32
Bhutan,2018,31
Bhutan,2019,31
