Country,Year,HIV/AIDS
Laos,1990,0
Laos,1991,0
Laos,1992,1
Laos,1993,2
Laos,1994,3
Laos,1995,5
Laos,1996,8
Laos,1997,12
Laos,1998,19
Laos,1999,29
Laos,2000,45
Laos,2001,68
Laos,2002,99
Laos,2003,136
Laos,2004,177
Laos,2005,217
Laos,2006,252
Laos,2007,289
Laos,2008,325
Laos,2009,354
Laos,2010,389
Laos,2011,428
Laos,2012,454
Laos,2013,463
Laos,2014,461
Laos,2015,451
Laos,2016,438
Laos,2017,420
Laos,2018,396
Laos,2019,374
