Country,Year,HIV/AIDS
Nepal,1990,0
Nepal,1991,0
Nepal,1992,2
Nepal,1993,4
Nepal,1994,9
Nepal,1995,18
Nepal,1996,35
Nepal,1997,67
Nepal,1998,123
Nepal,1999,220
Nepal,2000,364
Nepal,2001,554
Nepal,2002,786
Nepal,2003,1049
Nepal,2004,1337
Nepal,2005,1629
Nepal,2006,1898
Nepal,2007,2108
Nepal,2008,2230
Nepal,2009,2253
Nepal,2010,2318
Nepal,2011,2369
Nepal,2012,2311
Nepal,2013,2204
Nepal,2014,2097
Nepal,2015,1968
Nepal,2016,1829
Nepal,2017,1703
Nepal,2018,1568
Nepal,2019,1434
